wavelength,RSR_Rrs_443,RSR_Rrs_490,RSR_Rrs_560,RSR_Rrs_665,RSR_Rrs_705,RSR_Rrs_740,RSR_Rrs_783,RSR_Rrs_842,RSR_Rrs_865
747,,,,,,0.606723913,,,
748,,,,,,0.205202268,,,
749,,,,,,0.026756898,,,
750,,,,,,,,,
751,,,,,,,,,
752,,,,,,,,,
753,,,,,,,,,
754,,,,,,,,,
755,,,,,,,,,
756,,,,,,,,,
757,,,,,,,,,
758,,,,,,,,,
759,,,,,,,,,
760,,,,,,,,0.000672587,
761,,,,,,,,0.003888561,
762,,,,,,,,0,
763,,,,,,,,0,
764,,,,,,,,0,
765,,,,,,,,0,
766,,,,,,,,0,
767,,,,,,,,0,
768,,,,,,,,0,
769,,,,,,,0.000458987,0,
770,,,,,,,0.011720097,0,
771,,,,,,,0.052197152,0,
772,,,,,,,0.165617326,0,
773,,,,,,,0.369033555,0.000289559,
774,,,,,,,0.636854532,0.00702964,
775,,,,,,,0.861196383,0.017523915,
776,,,,,,,0.970028971,0.032311111,
777,,,,,,,0.991196015,0.05328661,
778,,,,,,,0.998979212,0.082998852,
779,,,,,,,1,0.127485024,
780,,,,,,,0.97725155,0.195910652,
781,,,,,,,0.925723851,0.302463232,
782,,,,,,,0.86605804,0.435539537,
783,,,,,,,0.819696105,0.571416366,
784,,,,,,,0.794076736,0.697667008,
785,,,,,,,0.791110289,0.803038519,
786,,,,,,,0.804315523,0.891157437,
787,,,,,,,0.819027212,0.952845837,
788,,,,,,,0.825712924,0.988941605,
789,,,,,,,0.820118286,1,
790,,,,,,,0.792221951,0.988406528,
791,,,,,,,0.720545593,0.963892161,
792,,,,,,,0.587677944,0.942079674,
793,,,,,,,0.414303554,0.936946427,
794,,,,,,,0.230888169,0.942273429,
795,,,,,,,0.098502825,0.953957178,
796,,,,,,,0.027365511,0.968288956,
797,,,,,,,0.00516235,0.979665494,
798,,,,,,,,0.985444404,
799,,,,,,,,0.985926806,
800,,,,,,,,0.983911811,
801,,,,,,,,0.97793903,
802,,,,,,,,0.977227714,
803,,,,,,,,0.978106086,
804,,,,,,,,0.981444864,
805,,,,,,,,0.987645575,
806,,,,,,,,0.988577078,
807,,,,,,,,0.986242198,
808,,,,,,,,0.980709208,
809,,,,,,,,0.970786244,
810,,,,,,,,0.957210894,
811,,,,,,,,0.938658206,
812,,,,,,,,0.91672388,
813,,,,,,,,0.896207585,
814,,,,,,,,0.872887998,
815,,,,,,,,0.851603307,
816,,,,,,,,0.824639396,
817,,,,,,,,0.800781174,
818,,,,,,,,0.782338598,
819,,,,,,,,0.763602744,
820,,,,,,,,0.749627707,
821,,,,,,,,0.738722099,
822,,,,,,,,0.730794069,
823,,,,,,,,0.722712368,
824,,,,,,,,0.725077084,
825,,,,,,,,0.725638556,
826,,,,,,,,0.723042174,
827,,,,,,,,0.722292106,
828,,,,,,,,0.716163645,
829,,,,,,,,0.711594459,
830,,,,,,,,0.708269542,
831,,,,,,,,0.701572051,
832,,,,,,,,0.699245321,
833,,,,,,,,0.700937618,
834,,,,,,,,0.706927327,
835,,,,,,,,0.718240007,
836,,,,,,,,0.731246343,
837,,,,,,,,0.748406102,0.000300966
838,,,,,,,,0.76818541,0
839,,,,,,,,0.783948066,0
840,,,,,,,,0.7968381,0
841,,,,,,,,0.802602063,0
842,,,,,,,,0.804519396,0
843,,,,,,,,0.802409182,0
844,,,,,,,,0.796990717,0
845,,,,,,,,0.789203043,0
846,,,,,,,,0.776916211,0
847,,,,,,,,0.765184064,0.001572174
848,,,,,,,,0.751197174,0.002498858
849,,,,,,,,0.737003566,0.013320367
850,,,,,,,,0.722623995,0.026148658
851,,,,,,,,0.704125782,0.052604793
852,,,,,,,,0.684108046,0.107797093
853,,,,,,,,0.664745277,0.221607547
854,,,,,,,,0.647368908,0.39721628
855,,,,,,,,0.630051247,0.609868852
856,,,,,,,,0.615642224,0.816588834
857,,,,,,,,0.602495567,0.932244502
858,,,,,,,,0.589889921,0.972100329
859,,,,,,,,0.579933995,0.975454822
860,,,,,,,,0.571365058,0.975380485
861,,,,,,,,0.560942415,0.97328205
862,,,,,,,,0.552351052,0.976078281
863,,,,,,,,0.54568236,0.980349546
864,,,,,,,,0.539580517,0.986909276
865,,,,,,,,0.535102151,0.990874648
866,,,,,,,,0.530936751,0.997418177
867,,,,,,,,0.530165085,0.999846733
868,,,,,,,,0.52984662,0.999391415
869,,,,,,,,0.530366818,0.995879284
870,,,,,,,,0.532114628,0.995412276
871,,,,,,,,0.53271918,1
872,,,,,,,,0.532468057,0.996407621
873,,,,,,,,0.53331158,0.923594329
874,,,,,,,,0.531927797,0.741376842
875,,,,,,,,0.530510552,0.489659709
876,,,,,,,,0.52951499,0.25020643
877,,,,,,,,0.52996848,0.112212459
878,,,,,,,,0.532533725,0.047559844
879,,,,,,,,0.537050849,0.022978146
880,,,,,,,,0.542353442,0.010614375
881,,,,,,,,0.549124971,0.001081494
882,,,,,,,,0.555230551,
883,,,,,,,,0.560111348,
884,,,,,,,,0.557679988,
885,,,,,,,,0.548219844,
886,,,,,,,,0.531446128,
887,,,,,,,,0.507635285,
888,,,,,,,,0.478112241,
889,,,,,,,,0.450927929,
890,,,,,,,,0.427984659,
891,,,,,,,,0.41051405,
892,,,,,,,,0.400391391,
893,,,,,,,,0.400873018,
894,,,,,,,,0.40829375,
895,,,,,,,,0.420865558,
896,,,,,,,,0.430070218,
897,,,,,,,,0.424566916,
898,,,,,,,,0.391368172,
899,,,,,,,,0.330090082,
900,,,,,,,,0.257205092,
901,,,,,,,,0.181890305,
902,,,,,,,,0.116506681,
903,,,,,,,,0.070315795,
904,,,,,,,,0.042753811,
905,,,,,,,,0.025931542,
906,,,,,,,,0.015743939,
907,,,,,,,,0.003943258,
908,,,,,,,,,
909,,,,,,,,,
910,,,,,,,,,
911,,,,,,,,,
912,,,,,,,,,
913,,,,,,,,,
914,,,,,,,,,
915,,,,,,,,,
916,,,,,,,,,
917,,,,,,,,,
918,,,,,,,,,
919,,,,,,,,,
920,,,,,,,,,
921,,,,,,,,,
922,,,,,,,,,
923,,,,,,,,,
924,,,,,,,,,
925,,,,,,,,,
926,,,,,,,,,
927,,,,,,,,,
928,,,,,,,,,
929,,,,,,,,,
930,,,,,,,,,
931,,,,,,,,,
932,,,,,,,,,
933,,,,,,,,,
934,,,,,,,,,
935,,,,,,,,,
936,,,,,,,,,
937,,,,,,,,,
938,,,,,,,,,
939,,,,,,,,,
940,,,,,,,,,
941,,,,,,,,,
942,,,,,,,,,
943,,,,,,,,,
944,,,,,,,,,
945,,,,,,,,,
946,,,,,,,,,
947,,,,,,,,,
948,,,,,,,,,
949,,,,,,,,,
950,,,,,,,,,
951,,,,,,,,,
952,,,,,,,,,
953,,,,,,,,,
954,,,,,,,,,
955,,,,,,,,,
956,,,,,,,,,
957,,,,,,,,,
958,,,,,,,,,
959,,,,,,,,,
960,,,,,,,,,
961,,,,,,,,,
962,,,,,,,,,
963,,,,,,,,,
964,,,,,,,,,
965,,,,,,,,,
966,,,,,,,,,
967,,,,,,,,,
968,,,,,,,,,
969,,,,,,,,,
970,,,,,,,,,
971,,,,,,,,,
972,,,,,,,,,
973,,,,,,,,,
974,,,,,,,,,
975,,,,,,,,,
976,,,,,,,,,
977,,,,,,,,,
978,,,,,,,,,
979,,,,,,,,,
980,,,,,,,,,
981,,,,,,,,,
982,,,,,,,,,
983,,,,,,,,,
984,,,,,,,,,
985,,,,,,,,,
986,,,,,,,,,
987,,,,,,,,,
988,,,,,,,,,
989,,,,,,,,,
990,,,,,,,,,
991,,,,,,,,,
992,,,,,,,,,
993,,,,,,,,,
994,,,,,,,,,
995,,,,,,,,,
996,,,,,,,,,
997,,,,,,,,,
998,,,,,,,,,
999,,,,,,,,,
1000,,,,,,,,,
1001,,,,,,,,,
1002,,,,,,,,,
1003,,,,,,,,,
1004,,,,,,,,,
1005,,,,,,,,,
1006,,,,,,,,,
1007,,,,,,,,,
1008,,,,,,,,,
1009,,,,,,,,,
1010,,,,,,,,,
1011,,,,,,,,,
1012,,,,,,,,,
1013,,,,,,,,,
1014,,,,,,,,,
1015,,,,,,,,,
1016,,,,,,,,,
1017,,,,,,,,,
1018,,,,,,,,,
1019,,,,,,,,,
1020,,,,,,,,,
1021,,,,,,,,,
1022,,,,,,,,,
1023,,,,,,,,,
1024,,,,,,,,,
1025,,,,,,,,,
1026,,,,,,,,,
1027,,,,,,,,,
1028,,,,,,,,,
1029,,,,,,,,,
1030,,,,,,,,,
1031,,,,,,,,,
1032,,,,,,,,,
1033,,,,,,,,,
1034,,,,,,,,,
1035,,,,,,,,,
1036,,,,,,,,,
1037,,,,,,,,,
1038,,,,,,,,,
1039,,,,,,,,,
1040,,,,,,,,,
1041,,,,,,,,,
1042,,,,,,,,,
1043,,,,,,,,,
1044,,,,,,,,,
1045,,,,,,,,,
1046,,,,,,,,,
1047,,,,,,,,,
1048,,,,,,,,,
1049,,,,,,,,,
1050,,,,,,,,,
1051,,,,,,,,,
1052,,,,,,,,,
1053,,,,,,,,,
1054,,,,,,,,,
1055,,,,,,,,,
1056,,,,,,,,,
1057,,,,,,,,,
1058,,,,,,,,,
1059,,,,,,,,,
1060,,,,,,,,,
1061,,,,,,,,,
1062,,,,,,,,,
1063,,,,,,,,,
1064,,,,,,,,,
1065,,,,,,,,,
1066,,,,,,,,,
1067,,,,,,,,,
1068,,,,,,,,,
1069,,,,,,,,,
1070,,,,,,,,,
1071,,,,,,,,,
1072,,,,,,,,,
1073,,,,,,,,,
1074,,,,,,,,,
1075,,,,,,,,,
1076,,,,,,,,,
1077,,,,,,,,,
1078,,,,,,,,,
1079,,,,,,,,,
1080,,,,,,,,,
1081,,,,,,,,,
1082,,,,,,,,,
1083,,,,,,,,,
1084,,,,,,,,,
1085,,,,,,,,,
1086,,,,,,,,,
1087,,,,,,,,,
1088,,,,,,,,,
1089,,,,,,,,,
1090,,,,,,,,,
1091,,,,,,,,,
1092,,,,,,,,,
1093,,,,,,,,,
1094,,,,,,,,,
1095,,,,,,,,,
1096,,,,,,,,,
1097,,,,,,,,,
1098,,,,,,,,,
1099,,,,,,,,,
1100,,,,,,,,,
1101,,,,,,,,,
1102,,,,,,,,,
1103,,,,,,,,,
1104,,,,,,,,,
1105,,,,,,,,,
1106,,,,,,,,,
1107,,,,,,,,,
1108,,,,,,,,,
1109,,,,,,,,,
1110,,,,,,,,,
1111,,,,,,,,,
1112,,,,,,,,,
1113,,,,,,,,,
1114,,,,,,,,,
1115,,,,,,,,,
1116,,,,,,,,,
1117,,,,,,,,,
1118,,,,,,,,,
1119,,,,,,,,,
1120,,,,,,,,,
1121,,,,,,,,,
1122,,,,,,,,,
1123,,,,,,,,,
1124,,,,,,,,,
1125,,,,,,,,,
1126,,,,,,,,,
1127,,,,,,,,,
1128,,,,,,,,,
1129,,,,,,,,,
1130,,,,,,,,,
1131,,,,,,,,,
1132,,,,,,,,,
1133,,,,,,,,,
1134,,,,,,,,,
1135,,,,,,,,,
1136,,,,,,,,,
1137,,,,,,,,,
1138,,,,,,,,,
1139,,,,,,,,,
1140,,,,,,,,,
1141,,,,,,,,,
1142,,,,,,,,,
1143,,,,,,,,,
1144,,,,,,,,,
1145,,,,,,,,,
1146,,,,,,,,,
1147,,,,,,,,,
1148,,,,,,,,,
1149,,,,,,,,,
1150,,,,,,,,,
1151,,,,,,,,,
1152,,,,,,,,,
1153,,,,,,,,,
1154,,,,,,,,,
1155,,,,,,,,,
1156,,,,,,,,,
1157,,,,,,,,,
1158,,,,,,,,,
1159,,,,,,,,,
1160,,,,,,,,,
1161,,,,,,,,,
1162,,,,,,,,,
1163,,,,,,,,,
1164,,,,,,,,,
1165,,,,,,,,,
1166,,,,,,,,,
1167,,,,,,,,,
1168,,,,,,,,,
1169,,,,,,,,,
1170,,,,,,,,,
1171,,,,,,,,,
1172,,,,,,,,,
1173,,,,,,,,,
1174,,,,,,,,,
1175,,,,,,,,,
1176,,,,,,,,,
1177,,,,,,,,,
1178,,,,,,,,,
1179,,,,,,,,,
1180,,,,,,,,,
1181,,,,,,,,,
1182,,,,,,,,,
1183,,,,,,,,,
1184,,,,,,,,,
1185,,,,,,,,,
1186,,,,,,,,,
1187,,,,,,,,,
1188,,,,,,,,,
1189,,,,,,,,,
1190,,,,,,,,,
1191,,,,,,,,,
1192,,,,,,,,,
1193,,,,,,,,,
1194,,,,,,,,,
1195,,,,,,,,,
1196,,,,,,,,,
1197,,,,,,,,,
1198,,,,,,,,,
1199,,,,,,,,,
1200,,,,,,,,,
1201,,,,,,,,,
1202,,,,,,,,,
1203,,,,,,,,,
1204,,,,,,,,,
1205,,,,,,,,,
1206,,,,,,,,,
1207,,,,,,,,,
1208,,,,,,,,,
1209,,,,,,,,,
1210,,,,,,,,,
1211,,,,,,,,,
1212,,,,,,,,,
1213,,,,,,,,,
1214,,,,,,,,,
1215,,,,,,,,,
1216,,,,,,,,,
1217,,,,,,,,,
1218,,,,,,,,,
1219,,,,,,,,,
1220,,,,,,,,,
1221,,,,,,,,,
1222,,,,,,,,,
1223,,,,,,,,,
1224,,,,,,,,,
1225,,,,,,,,,
1226,,,,,,,,,
1227,,,,,,,,,
1228,,,,,,,,,
1229,,,,,,,,,
1230,,,,,,,,,
1231,,,,,,,,,
1232,,,,,,,,,
1233,,,,,,,,,
1234,,,,,,,,,
1235,,,,,,,,,
1236,,,,,,,,,
1237,,,,,,,,,
1238,,,,,,,,,
1239,,,,,,,,,
1240,,,,,,,,,
1241,,,,,,,,,
1242,,,,,,,,,
1243,,,,,,,,,
1244,,,,,,,,,
1245,,,,,,,,,
1246,,,,,,,,,
1247,,,,,,,,,
1248,,,,,,,,,
1249,,,,,,,,,
1250,,,,,,,,,
1251,,,,,,,,,
1252,,,,,,,,,
1253,,,,,,,,,
1254,,,,,,,,,
1255,,,,,,,,,
1256,,,,,,,,,
1257,,,,,,,,,
1258,,,,,,,,,
1259,,,,,,,,,
1260,,,,,,,,,
1261,,,,,,,,,
1262,,,,,,,,,
1263,,,,,,,,,
1264,,,,,,,,,
1265,,,,,,,,,
1266,,,,,,,,,
1267,,,,,,,,,
1268,,,,,,,,,
1269,,,,,,,,,
1270,,,,,,,,,
1271,,,,,,,,,
1272,,,,,,,,,
1273,,,,,,,,,
1274,,,,,,,,,
1275,,,,,,,,,
1276,,,,,,,,,
1277,,,,,,,,,
1278,,,,,,,,,
1279,,,,,,,,,
1280,,,,,,,,,
1281,,,,,,,,,
1282,,,,,,,,,
1283,,,,,,,,,
1284,,,,,,,,,
1285,,,,,,,,,
1286,,,,,,,,,
1287,,,,,,,,,
1288,,,,,,,,,
1289,,,,,,,,,
1290,,,,,,,,,
1291,,,,,,,,,
1292,,,,,,,,,
1293,,,,,,,,,
1294,,,,,,,,,
1295,,,,,,,,,
1296,,,,,,,,,
1297,,,,,,,,,
1298,,,,,,,,,
1299,,,,,,,,,
1300,,,,,,,,,
1301,,,,,,,,,
1302,,,,,,,,,
1303,,,,,,,,,
1304,,,,,,,,,
1305,,,,,,,,,
1306,,,,,,,,,
1307,,,,,,,,,
1308,,,,,,,,,
1309,,,,,,,,,
1310,,,,,,,,,
1311,,,,,,,,,
1312,,,,,,,,,
1313,,,,,,,,,
